year,original_votes,interpolated_votes,diff
2016,4165.0,4165.0,0.0
2018,3598.0,3598.0,0.0
2020,4936.0,4936.0,0.0
2022,3963.0,3963.0,0.0
2024,4978.0,4978.0,0.0
