year,original_votes,interpolated_votes,diff
2016,44406.0,44406.0,0.0
2018,42598.0,42598.0,0.0
2020,58238.0,58238.0,0.0
2022,34476.0,34476.0,0.0
2024,48575.0,48575.0,0.0
