year,original_votes,interpolated_votes,diff
2016,28761.0,28761.0,0.0
2018,26180.0,26180.0,0.0
2020,35581.0,35581.0,0.0
2022,24883.0,24883.0,0.0
2024,35168.0,35168.0,0.0
