year,original_votes,interpolated_votes,diff
2016,16989.0,16989.0,0.0
2018,16707.0,16707.0,0.0
2020,23470.0,23470.0,0.0
2022,16688.0,16688.0,0.0
2024,23830.0,23830.0,0.0
