year,original_votes,interpolated_votes,diff
2016,9216.0,9216.0,0.0
2018,8347.0,8347.0,0.0
2020,10755.0,10755.0,0.0
2022,7526.0,7526.0,0.0
2024,9875.0,9875.0,0.0
