year,original_votes,interpolated_votes,diff
2016,7549.0,7549.0,0.0
2018,7322.0,7322.0,0.0
2020,9912.0,9912.0,0.0
2022,6301.0,6301.0,0.0
2024,8578.0,8578.0,0.0
