year,original_votes,interpolated_votes,diff
2016,1190.0,1190.0,0.0
2018,1174.0,1174.0,0.0
2020,1283.0,1283.0,0.0
2022,1029.0,1029.0,0.0
2024,1127.0,1127.0,0.0
