year,original_votes,interpolated_votes,diff
2016,3917.0,3917.0,0.0
2018,3879.0,3879.0,0.0
2020,4533.0,4533.0,0.0
2022,3410.0,3410.0,0.0
2024,3962.0,3962.0,0.0
