year,original_votes,interpolated_votes,diff
2016,5694.0,5694.0,0.0
2018,5763.0,5763.0,0.0
2020,7371.0,7371.0,0.0
2022,6728.0,6728.0,0.0
2024,8398.0,8398.0,0.0
