old_precinct_id,new_district_id,fragment_population,precinct_total,weight
3350001,19,3109,3109,1.0
3350002,19,355,355,1.0
3350003,11,1,2369,0.00042211903756859433
3350003,19,2368,2369,0.9995778809624314
3350004,19,913,913,1.0
3350025,19,4345,4345,1.0
3350046,19,1553,1553,1.0
