year,original_votes,interpolated_votes,diff
2016,3377.0,3377.0,0.0
2018,3506.0,3506.0,0.0
2020,4739.0,4735.0,4.0
2022,3276.0,3276.0,0.0
2024,3757.0,3757.0,0.0
