year,original_votes,interpolated_votes,diff
2016,10190.0,10190.0,0.0
2018,9570.0,9570.0,0.0
2020,12523.0,12523.0,0.0
2022,10440.0,10440.0,0.0
2024,13454.0,13454.0,0.0
