year,original_votes,interpolated_votes,diff
2016,349091.0,349091.0,0.0
2018,350669.0,350669.0,0.0
2020,475209.0,475196.0,13.0
2022,358916.0,358916.0,0.0
2024,494541.0,494541.0,0.0
