year,original_votes,interpolated_votes,diff
2016,4447.0,4447.0,0.0
2018,4381.0,4381.0,0.0
2020,5649.0,5637.0,12.0
2022,4225.0,4225.0,0.0
2024,4900.0,4900.0,0.0
