year,original_votes,interpolated_votes,diff
2016,1351.0,1351.0,0.0
2018,1045.0,1045.0,0.0
2020,1481.0,1481.0,0.0
2022,1107.0,1107.0,0.0
2024,1305.0,1305.0,0.0
