year,original_votes,interpolated_votes,diff
2016,6631.0,6631.0,0.0
2018,6067.0,6067.0,0.0
2020,7781.0,7781.0,0.0
2022,6015.0,6015.0,0.0
2024,7707.0,7707.0,0.0
