year,original_votes,interpolated_votes,diff
2016,4224.0,4224.0,0.0
2018,4371.0,4371.0,0.0
2020,5891.0,5891.0,0.0
2022,4938.0,4938.0,0.0
2024,6440.0,6440.0,0.0
