year,original_votes,interpolated_votes,diff
2016,1912.0,1912.0,0.0
2018,1460.0,1460.0,0.0
2020,2254.0,2254.0,0.0
2022,1359.0,1359.0,0.0
2024,1949.0,1949.0,0.0
