year,original_votes,interpolated_votes,diff
2016,3033.0,3033.0,0.0
2018,1968.0,1968.0,0.0
2020,3634.0,3634.0,0.0
2022,3460.0,3460.0,0.0
2024,4571.0,4571.0,0.0
