old_precinct_id,new_district_id,fragment_population,precinct_total,weight
1250001,13,263,280,0.9392857142857143
1250001,19,17,280,0.060714285714285714
1250002,13,213,213,1.0
1250003,13,981,990,0.990909090909091
1250003,19,9,990,0.00909090909090909
1250004,13,859,888,0.9673423423423423
1250004,19,29,888,0.03265765765765766
1250005,13,354,354,1.0
1250005,19,0,354,0.0
1250006,13,566,566,1.0
