year,original_votes,interpolated_votes,diff
2016,2178.0,2178.0,0.0
2018,1816.0,1816.0,0.0
2020,2287.0,2287.0,0.0
2022,1674.0,1674.0,0.0
2024,2076.0,2076.0,0.0
