year,original_votes,interpolated_votes,diff
2016,6888.0,6888.0,0.0
2018,5917.0,5917.0,0.0
2020,7684.0,7684.0,0.0
2022,5559.0,5559.0,0.0
2024,6905.0,6905.0,0.0
