year,original_votes,interpolated_votes,diff
2016,6901.0,6901.0,0.0
2018,6568.0,6568.0,0.0
2020,8440.0,8440.0,0.0
2022,6655.0,6655.0,0.0
2024,9198.0,9198.0,0.0
