year,original_votes,interpolated_votes,diff
2016,662079.0,662078.0,1.0
2018,622347.0,622347.0,0.0
2020,823822.0,823822.0,0.0
2022,530021.0,530021.0,0.0
2024,759265.0,759265.0,0.0
