year,original_votes,interpolated_votes,diff
2016,1928.0,1928.0,0.0
2018,1754.0,1754.0,0.0
2020,2261.0,2261.0,0.0
2022,1738.0,1738.0,0.0
2024,1955.0,1955.0,0.0
