year,original_votes,interpolated_votes,diff
2016,78706.0,78706.0,0.0
2018,74627.0,74627.0,0.0
2020,95428.0,95428.0,0.0
2022,71661.0,71661.0,0.0
2024,97637.0,97637.0,0.0
