year,original_votes,interpolated_votes,diff
2016,5159.0,5159.0,0.0
2018,4662.0,4662.0,0.0
2020,6019.0,6019.0,0.0
2022,4670.0,4670.0,0.0
2024,6177.0,6177.0,0.0
