year,original_votes,interpolated_votes,diff
2016,1366.0,1366.0,0.0
2018,1155.0,1155.0,0.0
2020,1558.0,1558.0,0.0
2022,973.0,973.0,0.0
2024,1209.0,1209.0,0.0
