year,original_votes,interpolated_votes,diff
2016,56555.0,56555.0,0.0
2018,54367.0,54367.0,0.0
2020,75175.0,75175.0,0.0
2022,61222.0,61222.0,0.0
2024,87291.0,87291.0,0.0
