year,original_votes,interpolated_votes,diff
2016,3362.0,3362.0,0.0
2018,3119.0,3119.0,0.0
2020,4054.0,4054.0,0.0
2022,2910.0,2910.0,0.0
2024,3550.0,3550.0,0.0
