year,original_votes,interpolated_votes,diff
2016,51691.0,51691.0,0.0
2018,48229.0,48229.0,0.0
2020,64149.0,64149.0,0.0
2022,47555.0,47555.0,0.0
2024,57810.0,57810.0,0.0
