year,original_votes,interpolated_votes,diff
2016,11823.0,11823.0,0.0
2018,11785.0,11785.0,0.0
2020,15466.0,15466.0,0.0
2022,11143.0,11143.0,0.0
2024,15608.0,15608.0,0.0
