year,original_votes,interpolated_votes,diff
2016,23798.0,23798.0,0.0
2018,24613.0,24613.0,0.0
2020,31819.0,31819.0,0.0
2022,21825.0,21825.0,0.0
2024,32137.0,32137.0,0.0
