year,original_votes,interpolated_votes,diff
2016,4863.0,4863.0,0.0
2018,4187.0,4187.0,0.0
2020,5273.0,5273.0,0.0
2022,3800.0,3800.0,0.0
2024,5443.0,5443.0,0.0
