year,original_votes,interpolated_votes,diff
2016,296085.0,296082.0,3.0
2018,292233.0,292233.0,0.0
2020,408503.0,408503.0,0.0
2022,303001.0,303001.0,0.0
2024,415121.0,415121.0,0.0
