year,original_votes,interpolated_votes,diff
2016,25072.0,25072.0,0.0
2018,24340.0,24340.0,0.0
2020,32818.0,32818.0,0.0
2022,21744.0,21744.0,0.0
2024,25611.0,25611.0,0.0
