year,original_votes,interpolated_votes,diff
2016,34181.0,34181.0,0.0
2018,34494.0,34494.0,0.0
2020,44560.0,44560.0,0.0
2022,26208.0,26208.0,0.0
2024,37862.0,37862.0,0.0
