year,original_votes,interpolated_votes,diff
2016,1392.0,1392.0,0.0
2018,1200.0,1200.0,0.0
2020,1543.0,1543.0,0.0
2022,1150.0,1150.0,0.0
2024,1363.0,1363.0,0.0
