year,original_votes,interpolated_votes,diff
2016,23618.0,23618.0,0.0
2018,22813.0,22813.0,0.0
2020,31567.0,31567.0,0.0
2022,25286.0,25286.0,0.0
2024,36433.0,36433.0,0.0
