year,original_votes,interpolated_votes,diff
2016,26193.0,26193.0,0.0
2018,26400.0,26376.0,24.0
2020,35950.0,35950.0,0.0
2022,27768.0,27768.0,0.0
2024,37427.0,37427.0,0.0
