year,original_votes,interpolated_votes,diff
2016,4081.0,4081.0,0.0
2018,3603.0,3603.0,0.0
2020,4704.0,4704.0,0.0
2022,3831.0,3831.0,0.0
2024,4717.0,4717.0,0.0
