year,original_votes,interpolated_votes,diff
2016,3231.0,3231.0,0.0
2018,2881.0,2881.0,0.0
2020,4167.0,4167.0,0.0
2022,2261.0,2261.0,0.0
2024,3059.0,3059.0,0.0
