year,original_votes,interpolated_votes,diff
2016,3501.0,3501.0,0.0
2018,3295.0,3295.0,0.0
2020,4223.0,4223.0,0.0
2022,3044.0,3044.0,0.0
2024,4401.0,4401.0,0.0
