year,original_votes,interpolated_votes,diff
2016,2825.0,2825.0,0.0
2018,2463.0,2463.0,0.0
2020,3173.0,3173.0,0.0
2022,2284.0,2284.0,0.0
2024,2991.0,2991.0,0.0
