year,original_votes,interpolated_votes,diff
2016,2025.0,2025.0,0.0
2018,1896.0,1896.0,0.0
2020,2526.0,2526.0,0.0
2022,1719.0,1719.0,0.0
2024,2364.0,2364.0,0.0
