year,original_votes,interpolated_votes,diff
2016,4168.0,4168.0,0.0
2018,3507.0,3507.0,0.0
2020,4621.0,4621.0,0.0
2022,3600.0,3600.0,0.0
2024,4018.0,4018.0,0.0
