year,new_district_id,candidate,party,estimated_votes
2016,19,Arrington,REPUBLICAN,6132.0
2016,19,Bonar,LIBERTARIAN,405.0
2016,19,Lawson,OTHER,254.0
2018,19,ARRINGTON,REPUBLICAN,4989.0
2018,19,LEVARIO,DEMOCRAT,1068.0
2020,19,ARRINGTON,REPUBLICAN,6623.0
2020,19,BURNES,LIBERTARIAN,135.0
2020,19,WATSON,DEMOCRAT,1264.0
2022,19,ARRINGTON,REPUBLICAN,4726.0
2022,19,LEWIS,OTHER,658.0
2024,19,ARRINGTON,REPUBLICAN,6769.0
2024,19,JOHNSON,LIBERTARIAN,521.0
2024,19,LEWIS,OTHER,462.0
