year,original_votes,interpolated_votes,diff
2016,8936.0,8935.0,1.0
2018,7521.0,7521.0,0.0
2020,9933.0,9933.0,0.0
2022,6858.0,6858.0,0.0
2024,8164.0,8164.0,0.0
