year,original_votes,interpolated_votes,diff
2016,12110.0,12110.0,0.0
2018,10984.0,10984.0,0.0
2020,14482.0,14482.0,0.0
2022,11085.0,11085.0,0.0
2024,15020.0,15020.0,0.0
