old_precinct_id,new_district_id,fragment_population,precinct_total,weight
3910001,15,1784,1793,0.9949804796430564
3910001,27,9,1793,0.0050195203569436695
3910002,15,1714,1714,1.0
3910003,15,1527,1542,0.9902723735408561
3910003,27,15,1542,0.009727626459143969
3910004,15,1205,1205,1.0
391001A,15,1363,1363,1.0
391002A,15,557,557,1.0
391002B,15,381,381,1.0
391003A,15,1710,1710,1.0
391004A,15,149,748,0.19919786096256684
391004A,27,599,748,0.8008021390374331
391004B,15,22,216,0.10185185185185185
391004B,27,194,216,0.8981481481481481
