year,original_votes,interpolated_votes,diff
2016,4286.0,4286.0,0.0
2018,4073.0,4073.0,0.0
2020,4769.0,4769.0,0.0
2022,3714.0,3714.0,0.0
2024,4374.0,4374.0,0.0
