year,original_votes,interpolated_votes,diff
2016,2042.0,2042.0,0.0
2018,1915.0,1915.0,0.0
2020,2470.0,2467.0,3.0
2022,1975.0,1975.0,0.0
2024,2586.0,2586.0,0.0
