year,original_votes,interpolated_votes,diff
2016,3122.0,3122.0,0.0
2018,2794.0,2794.0,0.0
2020,3664.0,3664.0,0.0
2022,2772.0,2772.0,0.0
2024,3890.0,3890.0,0.0
