year,original_votes,interpolated_votes,diff
2016,56159.0,56159.0,0.0
2018,53684.0,53684.0,0.0
2020,76055.0,76055.0,0.0
2022,56034.0,56034.0,0.0
2024,82100.0,82100.0,0.0
