year,original_votes,interpolated_votes,diff
2016,6111.0,6111.0,0.0
2018,5550.0,5550.0,0.0
2020,7475.0,7475.0,0.0
2022,5458.0,5458.0,0.0
2024,7404.0,7404.0,0.0
