year,original_votes,interpolated_votes,diff
2016,1517.0,1517.0,0.0
2018,1653.0,1653.0,0.0
2020,2200.0,2200.0,0.0
2022,1620.0,1620.0,0.0
2024,2140.0,2140.0,0.0
