year,original_votes,interpolated_votes,diff
2016,3144.0,3144.0,0.0
2018,2850.0,2850.0,0.0
2020,3568.0,3568.0,0.0
2022,2694.0,2694.0,0.0
2024,2998.0,2998.0,0.0
