year,original_votes,interpolated_votes,diff
2016,2174.0,2174.0,0.0
2018,2049.0,2049.0,0.0
2020,2542.0,2542.0,0.0
2022,1881.0,1881.0,0.0
2024,2315.0,2315.0,0.0
