year,original_votes,interpolated_votes,diff
2016,17310.0,17310.0,0.0
2018,16143.0,16143.0,0.0
2020,22233.0,22233.0,0.0
2022,17276.0,17276.0,0.0
2024,24029.0,24029.0,0.0
