year,original_votes,interpolated_votes,diff
2016,3065.0,3065.0,0.0
2018,2370.0,2370.0,0.0
2020,3471.0,3471.0,0.0
2022,2050.0,2050.0,0.0
2024,3157.0,3157.0,0.0
