year,original_votes,interpolated_votes,diff
2016,8467.0,8467.0,0.0
2018,7686.0,7686.0,0.0
2020,9995.0,9995.0,0.0
2022,8155.0,8155.0,0.0
2024,10245.0,10245.0,0.0
