year,original_votes,interpolated_votes,diff
2016,1602.0,1602.0,0.0
2018,1369.0,1369.0,0.0
2020,1694.0,1694.0,0.0
2022,1318.0,1318.0,0.0
2024,1399.0,1399.0,0.0
