year,original_votes,interpolated_votes,diff
2016,4896.0,4896.0,0.0
2018,4650.0,4650.0,0.0
2020,6017.0,6017.0,0.0
2022,4338.0,4338.0,0.0
2024,5646.0,5646.0,0.0
