year,original_votes,interpolated_votes,diff
2016,1622.0,1622.0,0.0
2018,1530.0,1530.0,0.0
2020,2109.0,2109.0,0.0
2022,1469.0,1469.0,0.0
2024,1999.0,1999.0,0.0
